source_player_code,source_club_code,source_season,source_player_name,source_club_name
p1719,135,1999/1900,Mustapha Hadji,Coventry City
p1721,135,1999/1900,Paul Telfer,Coventry City
p1724,135,1999/1900,Morten Hyldgaard,Coventry City
p1727,135,1999/1900,Laurent Delorge,Coventry City
p1729,135,1999/1900,Stephen Froggatt,Coventry City
p1730,135,1999/1900,Gary Breen,Coventry City
p1731,135,1999/1900,Youssef Chippo,Coventry City
p1732,135,1999/1900,Marcus Hall,Coventry City
p1733,135,1999/1900,Runar Normann,Coventry City
p1734,135,1999/1900,Gavin Strachan,Coventry City
p1735,135,1999/1900,Barry Quinn,Coventry City
p1741,135,1999/1900,John Eustace,Coventry City
p2312,135,1999/1900,Colin Hendry,Coventry City
p2390,135,1999/1900,Carlton Palmer,Coventry City
p2401,135,1999/1900,Trond Egil Soltvedt,Coventry City
p3654,135,1999/1900,Cedric Roussel,Coventry City
p3679,135,1999/1900,Steve Ogrizovic,Coventry City
p3685,135,1999/1900,Paul Hall,Coventry City
p3686,135,1999/1900,Gary McSheffrey,Coventry City
p3688,135,1999/1900,Tomas Antonelius,Coventry City
p3738,135,1999/1900,Herlyn Zuniga,Coventry City
p3763,135,1999/1900,Ian Brightwell,Coventry City
p4481,135,1999/1900,Robert Betts,Coventry City
p507034,135,1999/1900,Gary McPhee,Coventry City
p5543,135,1999/1900,Chris Kirkland,Coventry City
p587,135,1999/1900,Darren Huckerby,Coventry City
p7899,135,1999/1900,Gary Montgomery,Coventry City
p8927,135,1999/1900,Raffaele Nuzzo,Coventry City
p1441,137,1999/1900,Lee Morris,Derby County
p14501,137,1999/1900,Vassilis Borbokis,Derby County
p1665,137,1999/1900,Russell Hoult,Derby County
p1666,137,1999/1900,Horacio Carbonari,Derby County
p1667,137,1999/1900,Stefan Schnoor,Derby County
p1669,137,1999/1900,Darryl Powell,Derby County
p1671,137,1999/1900,Tony Dorigo,Derby County
p1673,137,1999/1900,Seth Johnson,Derby County
p1675,137,1999/1900,Dean Sturridge,Derby County
p1677,137,1999/1900,Deon Burton,Derby County
p1679,137,1999/1900,Rory Delap,Derby County
p1682,137,1999/1900,Kevin Harper,Derby County
p1684,137,1999/1900,Malcolm Christie,Derby County
p1686,137,1999/1900,Lars Bohinen,Derby County
p1690,137,1999/1900,Marc Bridge-Wilkinson,Derby County
p1695,137,1999/1900,Spencer Prior,Derby County
p1699,137,1999/1900,Steve Elliott,Derby County
p1701,137,1999/1900,Mart Poom,Derby County
p17057,137,1999/1900,Marino Rahmberg,Derby County
p1709,137,1999/1900,Paul Boertien,Derby County
p1712,137,1999/1900,Mikkel Beck,Derby County
p1717,137,1999/1900,Marvin Robinson,Derby County
p1723,137,1999/1900,Adam Murray,Derby County
p1725,137,1999/1900,Stefano Eranio,Derby County
p1728,137,1999/1900,Esteban Fuertes,Derby County
p2039,137,1999/1900,Igor Stimac,Derby County
p2172,137,1999/1900,Craig Burley,Derby County
p3662,137,1999/1900,Richard Knight,Derby County
p3663,137,1999/1900,Georgi Kinkladze,Derby County
p3664,137,1999/1900,Avi Nimni,Derby County
p3672,137,1999/1900,Chris Riggott,Derby County
p3707,137,1999/1900,Branko Strupar,Derby County
p3810,137,1999/1900,Adam Bolder,Derby County
p4325,137,1999/1900,Jacob Laursen,Derby County
p4328,137,1999/1900,Andy Oakes,Derby County
p4480,137,1999/1900,Richard Jackson,Derby County
p5544,137,1999/1900,Ian Evatt,Derby County
p8500,137,1999/1900,Francesco Baiano,Derby County
p14990,138,1999/1900,Adam Farley,Everton
p17039,138,1999/1900,Joe Parkinson,Everton
p1737,138,1999/1900,Thomas Myhre,Everton
p1738,138,1999/1900,Alex Cleland,Everton
p1739,138,1999/1900,Michael Ball,Everton
p1740,138,1999/1900,Richard Gough,Everton
p1742,138,1999/1900,Dave Watson,Everton
p1743,138,1999/1900,David Unsworth,Everton
p1744,138,1999/1900,John Collins,Everton
p1745,138,1999/1900,Nick Barmby,Everton
p1746,138,1999/1900,Kevin Campbell,Everton
p1747,138,1999/1900,Don Hutchison,Everton
p1748,138,1999/1900,Scot Gemmill,Everton
p1749,138,1999/1900,Mark Pembridge,Everton
p1750,138,1999/1900,Paul Gerrard,Everton
p1751,138,1999/1900,Paul Michael Branch,Everton
p1752,138,1999/1900,Gareth Farrelly,Everton
p1753,138,1999/1900,David Weir,Everton
p1754,138,1999/1900,Abel Xavier,Everton
p1759,138,1999/1900,Mitch Ward,Everton
p1761,138,1999/1900,Peter Degn,Everton
p1764,138,1999/1900,Richard Dunne,Everton
p1766,138,1999/1900,Slaven Bilic,Everton
p1768,138,1999/1900,Danny Cadamarteri,Everton
p1770,138,1999/1900,Terry Phelan,Everton
p1772,138,1999/1900,John O'Kane,Everton
p1774,138,1999/1900,Francis Jeffers,Everton
p1925,138,1999/1900,Mark Hughes,Everton
p2192,138,1999/1900,Tommy Johnson,Everton
p3666,138,1999/1900,Stephen Hughes,Everton
p3677,138,1999/1900,Joe-Max Moore,Everton
p3687,138,1999/1900,Tony Grant,Everton
p3718,138,1999/1900,Jamie Milligan,Everton
p3719,138,1999/1900,Steve Simonsen,Everton
p3776,138,1999/1900,Phil Jevons,Everton
p3777,138,1999/1900,Danny Williamson,Everton
p4390,138,1999/1900,Carl Regan,Everton
p7547,138,1999/1900,Peter Clarke,Everton
p112,143,1999/1900,Alf Inge Haaland,Leeds United
p1254,143,1999/1900,Jason Wilcox,Leeds United
p145,143,1999/1900,Nigel Martyn,Leeds United
p146,143,1999/1900,Gary Kelly,Leeds United
p149,143,1999/1900,Lucas Radebe,Leeds United
p153,143,1999/1900,Lee Bowyer,Leeds United
p159,143,1999/1900,Harry Kewell,Leeds United
p160,143,1999/1900,Ian Harte,Leeds United
p167,143,1999/1900,Alan Maybury,Leeds United
p16966,143,1999/1900,Martin Hiden,Leeds United
p1801,143,1999/1900,Paul Robinson,Leeds United
p1811,143,1999/1900,Danny Hay,Leeds United
p3681,143,1999/1900,Matthew Jones,Leeds United
p3730,143,1999/1900,Mark Jackson,Leeds United
p3732,143,1999/1900,Danny Milosevic,Leeds United
p3745,143,1999/1900,Kevin Evans,Leeds United
p3768,143,1999/1900,Shaun Allaway,Leeds United
p3788,143,1999/1900,Lee Matthews,Leeds United
p4550,143,1999/1900,Gareth Evans,Leeds United
p488,143,1999/1900,Michael Duberry,Leeds United
p561,143,1999/1900,Michael Bridges,Leeds United
p587,143,1999/1900,Darren Huckerby,Leeds United
p599,143,1999/1900,Robert Molenaar,Leeds United
p61,143,1999/1900,David Batty,Leeds United
p670,143,1999/1900,Danny Granville,Leeds United
p717,143,1999/1900,David Robertson,Leeds United
p719,143,1999/1900,David Hopkin,Leeds United
p7789,143,1999/1900,Wesley Boyle,Leeds United
p797,143,1999/1900,Stephen McPhail,Leeds United
p942,143,1999/1900,Danny Mills,Leeds United
p973,143,1999/1900,Jonathan Woodgate,Leeds United
p974,143,1999/1900,Tommy Knarvik,Leeds United
p984,143,1999/1900,Eirik Bakke,Leeds United
p999,143,1999/1900,Alan Smith,Leeds United
p1237,144,1999/1900,Darren Eadie,Leicester City
p1269,144,1999/1900,Alan Fettis,Leicester City
p15010,144,1999/1900,Garry Parker,Leicester City
p16953,144,1999/1900,Tommy Goodwin,Leicester City
p1755,144,1999/1900,Pegguy Arphexad,Leicester City
p1757,144,1999/1900,Frank Sinclair,Leicester City
p1758,144,1999/1900,Gerry Taggart,Leicester City
p1760,144,1999/1900,Steve Walsh,Leicester City
p1762,144,1999/1900,Muzzy Izzet,Leicester City
p1763,144,1999/1900,Neil Lennon,Leicester City
p1765,144,1999/1900,Emile Heskey,Leicester City
p1767,144,1999/1900,Steve Guppy,Leicester City
p1769,144,1999/1900,Arnar Gunnlaugsson,Leicester City
p1771,144,1999/1900,Robbie Savage,Leicester City
p1773,144,1999/1900,Phil Gilchrist,Leicester City
p1775,144,1999/1900,Stuart Campbell,Leicester City
p1776,144,1999/1900,Matt Elliott,Leicester City
p1777,144,1999/1900,Ian Marshall,Leicester City
p1778,144,1999/1900,Graham Fenton,Leicester City
p1779,144,1999/1900,Andy Impey,Leicester City
p1780,144,1999/1900,Stuart Wilson,Leicester City
p1781,144,1999/1900,Tony Cottee,Leicester City
p1783,144,1999/1900,Lawrie Dudfield,Leicester City
p1785,144,1999/1900,Stefan Oakes,Leicester City
p1786,144,1999/1900,Theo Zagorakis,Leicester City
p2882,144,1999/1900,Guy Branston,Leicester City
p3628,144,1999/1900,Stan Collymore,Leicester City
p3726,144,1999/1900,Danny Thomas,Leicester City
p3740,144,1999/1900,Jordan Stewart,Leicester City
p4222,144,1999/1900,Tim Flowers,Leicester City
p506734,144,1999/1900,John Hodges,Leicester City
p65403,144,1999/1900,Tim McCann,Leicester City
p8410,144,1999/1900,Michael Price,Leicester City
p9012,144,1999/1900,Ian Andrews,Leicester City
p1765,145,1999/1900,Emile Heskey,Liverpool
p1782,145,1999/1900,Sander Westerveld,Liverpool
p1784,145,1999/1900,Stéphane Henchoz,Liverpool
p1788,145,1999/1900,Rigobert Song,Liverpool
p1789,145,1999/1900,Steve Staunton,Liverpool
p1791,145,1999/1900,Phil Babb,Liverpool
p1793,145,1999/1900,Vladimir Smicer,Liverpool
p1794,145,1999/1900,Robbie Fowler,Liverpool
p1795,145,1999/1900,Michael Owen,Liverpool
p1796,145,1999/1900,Jamie Redknapp,Liverpool
p1797,145,1999/1900,Sami Hyypiä,Liverpool
p1798,145,1999/1900,Vegard Heggem,Liverpool
p1799,145,1999/1900,Patrik Berger,Liverpool
p1800,145,1999/1900,Dietmar Hamann,Liverpool
p1802,145,1999/1900,Erik Meijer,Liverpool
p1803,145,1999/1900,Brad Friedel,Liverpool
p1805,145,1999/1900,Stig Inge Bjornebye,Liverpool
p1806,145,1999/1900,Dominic Matteo,Liverpool
p1808,145,1999/1900,Titi Camara,Liverpool
p1809,145,1999/1900,Jamie Carragher,Liverpool
p1812,145,1999/1900,Danny Murphy,Liverpool
p1813,145,1999/1900,David Thompson,Liverpool
p1814,145,1999/1900,Steven Gerrard,Liverpool
p3629,145,1999/1900,Frode Kippe,Liverpool
p3657,145,1999/1900,Karl-Heinz Riedle,Liverpool
p3713,145,1999/1900,Jon Newby,Liverpool
p3759,145,1999/1900,Djimi Traore,Liverpool
p5531,145,1999/1900,Jorgen Nielsen,Liverpool
p5772,145,1999/1900,Ian Dunbavin,Liverpool
p6783,145,1999/1900,Bjorn Tore Kvarme,Liverpool
p8425,145,1999/1900,Stephen Wright,Liverpool
p12110,147,1999/1900,Neil Wood,Manchester United
p18002,147,1999/1900,Lee Roche,Manchester United
p1804,147,1999/1900,Mark Bosnich,Manchester United
p1807,147,1999/1900,Gary Neville,Manchester United
p1810,147,1999/1900,Denis Irwin,Manchester United
p1815,147,1999/1900,David May,Manchester United
p1816,147,1999/1900,Ronny Johnsen,Manchester United
p1817,147,1999/1900,Jaap Stam,Manchester United
p1818,147,1999/1900,David Beckham,Manchester United
p1819,147,1999/1900,Nicky Butt,Manchester United
p1820,147,1999/1900,Andrew Cole,Manchester United
p1821,147,1999/1900,Phil Neville,Manchester United
p1823,147,1999/1900,John Curtis,Manchester United
p1825,147,1999/1900,Jesper Blomqvist,Manchester United
p1826,147,1999/1900,Raimond van der Gouw,Manchester United
p1829,147,1999/1900,Dwight Yorke,Manchester United
p1831,147,1999/1900,Ole Gunnar Solskjaer,Manchester United
p1833,147,1999/1900,Henning Berg,Manchester United
p1836,147,1999/1900,Erik Nevland,Manchester United
p1839,147,1999/1900,Michael Clegg,Manchester United
p1841,147,1999/1900,Wes Brown,Manchester United
p1845,147,1999/1900,Quinton Fortune,Manchester United
p1848,147,1999/1900,Massimo Taibi,Manchester United
p1851,147,1999/1900,Mikaël Silvestre,Manchester United
p1854,147,1999/1900,Alex Notman,Manchester United
p1857,147,1999/1900,Ronnie Wallwork,Manchester United
p1858,147,1999/1900,Nick Culkin,Manchester United
p1861,147,1999/1900,Mark Wilson,Manchester United
p1863,147,1999/1900,Jonathan Greening,Manchester United
p2399,147,1999/1900,Danny Higginbotham,Manchester United
p3,147,1999/1900,Ryan Giggs,Manchester United
p359,147,1999/1900,Jordi Cruyff,Manchester United
p361,147,1999/1900,Roy Keane,Manchester United
p363,147,1999/1900,Paul Scholes,Manchester United
p3678,147,1999/1900,Luke Chadwick,Manchester United
p3736,147,1999/1900,John O'Shea,Manchester United
p520,147,1999/1900,Teddy Sheringham,Manchester United
p5222,147,1999/1900,David Healy,Manchester United
p7715,147,1999/1900,Michael Twiss,Manchester United
p7972,147,1999/1900,Bojan Djordjic,Manchester United
p7973,147,1999/1900,Michael Stewart,Manchester United
p8379,147,1999/1900,Paul Rachubka,Manchester United
p8420,147,1999/1900,Danny Webber,Manchester United
p8536,147,1999/1900,Jimmy Davis,Manchester United
p8853,147,1999/1900,George Clegg,Manchester United
p11924,148,1999/1900,Luke Wilkshire,Middlesbrough
p15038,148,1999/1900,Marco Branca,Middlesbrough
p17005,148,1999/1900,Dwight Marshall,Middlesbrough
p1827,148,1999/1900,Mark Schwarzer,Middlesbrough
p1830,148,1999/1900,Curtis Fleming,Middlesbrough
p1834,148,1999/1900,Dean Gordon,Middlesbrough
p1837,148,1999/1900,Steve Vickers,Middlesbrough
p1842,148,1999/1900,Gianluca Festa,Middlesbrough
p1844,148,1999/1900,Gary Pallister,Middlesbrough
p1846,148,1999/1900,Robbie Mustoe,Middlesbrough
p1850,148,1999/1900,Paul Gascoigne,Middlesbrough
p1853,148,1999/1900,Paul Ince,Middlesbrough
p1855,148,1999/1900,Brian Deane,Middlesbrough
p1859,148,1999/1900,Keith O'Neill,Middlesbrough
p1862,148,1999/1900,Alan Moore,Middlesbrough
p1865,148,1999/1900,Marlon Beresford,Middlesbrough
p1868,148,1999/1900,Phil Stamp,Middlesbrough
p1870,148,1999/1900,Neil Maddison,Middlesbrough
p1872,148,1999/1900,Christian Ziege,Middlesbrough
p1875,148,1999/1900,Andy Campbell,Middlesbrough
p1877,148,1999/1900,Hamilton Ricard,Middlesbrough
p1880,148,1999/1900,Alun Armstrong,Middlesbrough
p1888,148,1999/1900,Colin Cooper,Middlesbrough
p1891,148,1999/1900,Craig Harrison,Middlesbrough
p1893,148,1999/1900,Mark Summerbell,Middlesbrough
p1897,148,1999/1900,Steve Baker,Middlesbrough
p1903,148,1999/1900,Robbie Stockdale,Middlesbrough
p1911,148,1999/1900,Anthony Ormerod,Middlesbrough
p1916,148,1999/1900,Jason Gavin,Middlesbrough
p1920,148,1999/1900,Michael Cummins,Middlesbrough
p2387,148,1999/1900,Andy Townsend,Middlesbrough
p2392,148,1999/1900,Juninho Paulista,Middlesbrough
p2393,148,1999/1900,Carlos Marinelli,Middlesbrough
p4478,148,1999/1900,Sean Kilgannon,Middlesbrough
p6668,148,1999/1900,Chris Bennion,Middlesbrough
p73816,148,1999/1900,Ben Roberts,Middlesbrough
p8545,148,1999/1900,Mark Hudson,Middlesbrough
p1,149,1999/1900,Alan Shearer,Newcastle United
p11911,149,1999/1900,Gary Caldwell,Newcastle United
p12029,149,1999/1900,Stuart Green,Newcastle United
p14720,149,1999/1900,Paul Robinson,Newcastle United
p15915,149,1999/1900,Stephen Brennan,Newcastle United
p1822,149,1999/1900,Shay Given,Newcastle United
p1824,149,1999/1900,Warren Barton,Newcastle United
p1828,149,1999/1900,Elena Marcelino,Newcastle United
p1832,149,1999/1900,Didier Domi,Newcastle United
p1835,149,1999/1900,Alain Goma,Newcastle United
p1838,149,1999/1900,Steve Howey,Newcastle United
p1840,149,1999/1900,Kieron Dyer,Newcastle United
p1847,149,1999/1900,Silvio Maric,Newcastle United
p1849,149,1999/1900,Gary Speed,Newcastle United
p1852,149,1999/1900,Andy Griffin,Newcastle United
p1856,149,1999/1900,Temuri Ketsbaia,Newcastle United
p1860,149,1999/1900,Nolberto Solano,Newcastle United
p1864,149,1999/1900,Laurent Charvet,Newcastle United
p1867,149,1999/1900,Stephen Glass,Newcastle United
p1869,149,1999/1900,Aaron Hughes,Newcastle United
p1871,149,1999/1900,Jamie McClen,Newcastle United
p1873,149,1999/1900,Duncan Ferguson,Newcastle United
p1874,149,1999/1900,Carl Serrant,Newcastle United
p1878,149,1999/1900,Lionel Perez,Newcastle United
p1881,149,1999/1900,Steve Harper,Newcastle United
p1885,149,1999/1900,Garry Brady,Newcastle United
p1889,149,1999/1900,Brian Kerr,Newcastle United
p1892,149,1999/1900,James Coppinger,Newcastle United
p1895,149,1999/1900,David Beharall,Newcastle United
p1900,149,1999/1900,Des Hamilton,Newcastle United
p1901,149,1999/1900,Nikolaos Dabizas,Newcastle United
p1902,149,1999/1900,Robert Lee,Newcastle United
p2381,149,1999/1900,Fumaca,Newcastle United
p2382,149,1999/1900,Kevin Gallacher,Newcastle United
p3633,149,1999/1900,Alessandro Pistone,Newcastle United
p3653,149,1999/1900,Helder,Newcastle United
p3675,149,1999/1900,John Karelse,Newcastle United
p3749,149,1999/1900,Diego Gavilan,Newcastle United
p58298,149,1999/1900,Stuart Elliott,Newcastle United
p58905,149,1999/1900,Tommy Wright,Newcastle United
p6543,149,1999/1900,Franck Dumas,Newcastle United
p7545,149,1999/1900,Steven Caldwell,Newcastle United
p1016,157,1999/1900,Kevin Pressman,Sheffield Wednesday
p1054,157,1999/1900,Barry Horne,Sheffield Wednesday
p12801,157,1999/1900,Junior Agogo,Sheffield Wednesday
p15011,157,1999/1900,Earl Barrett,Sheffield Wednesday
p1944,157,1999/1900,Peter Atherton,Sheffield Wednesday
p1947,157,1999/1900,Andy Hinchcliffe,Sheffield Wednesday
p1949,157,1999/1900,Wim Jonk,Sheffield Wednesday
p1951,157,1999/1900,Emerson Thome,Sheffield Wednesday
p1953,157,1999/1900,Des Walker,Sheffield Wednesday
p1956,157,1999/1900,Danny Sonner,Sheffield Wednesday
p1959,157,1999/1900,Benito Carbone,Sheffield Wednesday
p1961,157,1999/1900,Gerald Sibon,Sheffield Wednesday
p1962,157,1999/1900,Andy Booth,Sheffield Wednesday
p1963,157,1999/1900,Phil O'Donnell,Sheffield Wednesday
p1965,157,1999/1900,Petter Rudi,Sheffield Wednesday
p1967,157,1999/1900,Richard Cresswell,Sheffield Wednesday
p1969,157,1999/1900,Philip Scott,Sheffield Wednesday
p1971,157,1999/1900,Niclas Alexandersson,Sheffield Wednesday
p1973,157,1999/1900,Ian Nolan,Sheffield Wednesday
p1977,157,1999/1900,Simon Donnelly,Sheffield Wednesday
p1980,157,1999/1900,Jon Newsome,Sheffield Wednesday
p1981,157,1999/1900,Lee Briscoe,Sheffield Wednesday
p1983,157,1999/1900,Steven Haslam,Sheffield Wednesday
p1985,157,1999/1900,Gilles De Bilde,Sheffield Wednesday
p1987,157,1999/1900,Mark McKeever,Sheffield Wednesday
p1988,157,1999/1900,Pavel Srnicek,Sheffield Wednesday
p1991,157,1999/1900,Scott Oakes,Sheffield Wednesday
p2875,157,1999/1900,Barry Richardson,Sheffield Wednesday
p3680,157,1999/1900,Alan Quinn,Sheffield Wednesday
p3737,157,1999/1900,Thomas Staniforth,Sheffield Wednesday
p3775,157,1999/1900,Ritchie Humphreys,Sheffield Wednesday
p4461,157,1999/1900,Peter Holmes,Sheffield Wednesday
p506735,157,1999/1900,Tony Crane,Sheffield Wednesday
p5722,157,1999/1900,Leigh Bromby,Sheffield Wednesday
p5724,157,1999/1900,Kevin Nicholson,Sheffield Wednesday
p7650,157,1999/1900,Matthew Hamshaw,Sheffield Wednesday
p7653,157,1999/1900,Owen Morrison,Sheffield Wednesday
p12144,158,1999/1900,Scott Bevan,Southampton
p169539,158,1999/1900,Andy Williams,Southampton
p173761,158,1999/1900,Ray Johnston,Southampton
p1905,158,1999/1900,Paul Jones,Southampton
p1907,158,1999/1900,Jason Dodd,Southampton
p1909,158,1999/1900,John Beresford,Southampton
p1913,158,1999/1900,Chris Marsden,Southampton
p1915,158,1999/1900,Claus Lundekvam,Southampton
p1918,158,1999/1900,Dean Richards,Southampton
p1921,158,1999/1900,Matthew Le Tissier,Southampton
p1923,158,1999/1900,Matt Oakley,Southampton
p1925,158,1999/1900,Mark Hughes,Southampton
p1926,158,1999/1900,David Howells,Southampton
p1929,158,1999/1900,Richard Dryden,Southampton
p1932,158,1999/1900,Neil Moss,Southampton
p1935,158,1999/1900,Stuart Ripley,Southampton
p1937,158,1999/1900,Francis Benali,Southampton
p1938,158,1999/1900,James Beattie,Southampton
p1939,158,1999/1900,Marian Pahars,Southampton
p1940,158,1999/1900,Wayne Bridge,Southampton
p1943,158,1999/1900,Scott Hiley,Southampton
p1946,158,1999/1900,Patrick Colleter,Southampton
p1950,158,1999/1900,Garry Monk,Southampton
p1970,158,1999/1900,Marco Almeida,Southampton
p1974,158,1999/1900,Hassan Kachloul,Southampton
p1976,158,1999/1900,Shayne Bradley,Southampton
p2400,158,1999/1900,Luís Boa Morte,Southampton
p2401,158,1999/1900,Trond Egil Soltvedt,Southampton
p3630,158,1999/1900,Kevin Davies,Southampton
p3631,158,1999/1900,Egil Ostenstad,Southampton
p3652,158,1999/1900,Jo Tessem,Southampton
p3748,158,1999/1900,Imants Bleidelis,Southampton
p3782,158,1999/1900,Tahar El-Khalej,Southampton
p3805,158,1999/1900,Paul Hughes,Southampton
p3820,158,1999/1900,Dani Rodrigues,Southampton
p8377,158,1999/1900,Kevin Gibbens,Southampton
p9688,158,1999/1900,Phil Warner,Southampton
p1019,160,1999/1900,Kevin Kilbane,Sunderland
p15164,160,1999/1900,Jonjo Dickman,Sunderland
p1945,160,1999/1900,Thomas Sørensen,Sunderland
p1948,160,1999/1900,Chris Makin,Sunderland
p1952,160,1999/1900,Michael Gray,Sunderland
p1955,160,1999/1900,Kevin Ball,Sunderland
p1957,160,1999/1900,Steve Bould,Sunderland
p1960,160,1999/1900,Paul Butler,Sunderland
p1964,160,1999/1900,Nicky Summerbee,Sunderland
p1966,160,1999/1900,Thomas Helmer,Sunderland
p1968,160,1999/1900,Niall Quinn,Sunderland
p1972,160,1999/1900,Kevin Phillips,Sunderland
p1975,160,1999/1900,Allan Johnston,Sunderland
p1978,160,1999/1900,Danny Dichio,Sunderland
p1979,160,1999/1900,Andy Marriott,Sunderland
p1982,160,1999/1900,Darren Holloway,Sunderland
p1984,160,1999/1900,Carsten Fredgaard,Sunderland
p1986,160,1999/1900,Alex Rae,Sunderland
p1989,160,1999/1900,Jody Craddock,Sunderland
p1993,160,1999/1900,Darren Williams,Sunderland
p1996,160,1999/1900,Paul Thirlwell,Sunderland
p1998,160,1999/1900,Stefan Schwarz,Sunderland
p1999,160,1999/1900,Gavin McCann,Sunderland
p2000,160,1999/1900,Neil Wainwright,Sunderland
p2001,160,1999/1900,Chris Lumsdon,Sunderland
p2002,160,1999/1900,Sam Aiston,Sunderland
p2006,160,1999/1900,Michael Proctor,Sunderland
p2008,160,1999/1900,Thomas Butler,Sunderland
p2009,160,1999/1900,John Oster,Sunderland
p2402,160,1999/1900,Eric Roy,Sunderland
p3446,160,1999/1900,Paul Beavers,Sunderland
p3632,160,1999/1900,Michael Reddy,Sunderland
p3753,160,1999/1900,Michael Ingham,Sunderland
p3797,160,1999/1900,Tyson Nuñez,Sunderland
p4593,160,1999/1900,David Duke,Sunderland
p5609,160,1999/1900,George McCartney,Sunderland
p5743,160,1999/1900,Gerry Harrison,Sunderland
p8685,160,1999/1900,Mark Convery,Sunderland
p1433,163,1999/1900,Anthony Gardner,Tottenham Hotspur
p1876,163,1999/1900,Ian Walker,Tottenham Hotspur
p1879,163,1999/1900,Stephen Carr,Tottenham Hotspur
p1882,163,1999/1900,Mauricio Taricco,Tottenham Hotspur
p1883,163,1999/1900,Steffen Freund,Tottenham Hotspur
p1886,163,1999/1900,Sol Campbell,Tottenham Hotspur
p1887,163,1999/1900,Chris Perry,Tottenham Hotspur
p1890,163,1999/1900,Darren Anderton,Tottenham Hotspur
p1894,163,1999/1900,Tim Sherwood,Tottenham Hotspur
p1904,163,1999/1900,Les Ferdinand,Tottenham Hotspur
p1906,163,1999/1900,Steffen Iversen,Tottenham Hotspur
p1908,163,1999/1900,Willem Korsten,Tottenham Hotspur
p1910,163,1999/1900,Justin Edinburgh,Tottenham Hotspur
p1912,163,1999/1900,Espen Baardsen,Tottenham Hotspur
p1914,163,1999/1900,David Ginola,Tottenham Hotspur
p1917,163,1999/1900,Ramon Vega,Tottenham Hotspur
p1919,163,1999/1900,Chris Armstrong,Tottenham Hotspur
p1922,163,1999/1900,Oyvind Leonhardsen,Tottenham Hotspur
p1924,163,1999/1900,Ruel Fox,Tottenham Hotspur
p1927,163,1999/1900,John Scales,Tottenham Hotspur
p1928,163,1999/1900,José Dominguez,Tottenham Hotspur
p1930,163,1999/1900,Luke Young,Tottenham Hotspur
p1931,163,1999/1900,Allan Nielsen,Tottenham Hotspur
p1933,163,1999/1900,Stephen Clemence,Tottenham Hotspur
p1934,163,1999/1900,Ledley King,Tottenham Hotspur
p1936,163,1999/1900,Mark Gower,Tottenham Hotspur
p2559,163,1999/1900,Simon Davies,Tottenham Hotspur
p2570,163,1999/1900,Matthew Etherington,Tottenham Hotspur
p3278,163,1999/1900,Gary Doherty,Tottenham Hotspur
p3641,163,1999/1900,Paolo Tramezzani,Tottenham Hotspur
p3682,163,1999/1900,John Piercy,Tottenham Hotspur
p3734,163,1999/1900,Dave McEwen,Tottenham Hotspur
p3766,163,1999/1900,Paul McVeigh,Tottenham Hotspur
p3773,163,1999/1900,Peter Crouch,Tottenham Hotspur
p4249,163,1999/1900,Neale Fenn,Tottenham Hotspur
p5195,163,1999/1900,Ian Hillier,Tottenham Hotspur
p7900,163,1999/1900,Hans Segers,Tottenham Hotspur
p8441,163,1999/1900,Moussa Saïb,Tottenham Hotspur
p9141,163,1999/1900,Johnnie Jackson,Tottenham Hotspur
p1291,164,1999/1900,Neil Cox,Watford
p1990,164,1999/1900,Alec Chamberlain,Watford
p1992,164,1999/1900,Des Lyttle,Watford
p1994,164,1999/1900,Peter Kennedy,Watford
p1995,164,1999/1900,Robert Page,Watford
p1997,164,1999/1900,Steve Palmer,Watford
p2004,164,1999/1900,Paul Robinson,Watford
p2005,164,1999/1900,Chris Day,Watford
p2007,164,1999/1900,Herwig Walker,Watford
p2010,164,1999/1900,Michel Ngonge,Watford
p2011,164,1999/1900,Micah Hyde,Watford
p2012,164,1999/1900,Tommy Mooney,Watford
p2013,164,1999/1900,Richard Johnson,Watford
p2014,164,1999/1900,Nick Wright,Watford
p2015,164,1999/1900,Allan Smart,Watford
p2016,164,1999/1900,Nordin Wooter,Watford
p2017,164,1999/1900,Gifton Noel-Williams,Watford
p2018,164,1999/1900,Nigel Gibbs,Watford
p2019,164,1999/1900,Tommy Smith,Watford
p2022,164,1999/1900,Clint Easton,Watford
p2025,164,1999/1900,Jóhann Gudmundsson,Watford
p2032,164,1999/1900,Dean Yates,Watford
p2036,164,1999/1900,Darren Ward,Watford
p2040,164,1999/1900,Alexandre Bonnot,Watford
p2044,164,1999/1900,Adrian Bakalli,Watford
p2054,164,1999/1900,David Perpetuini,Watford
p2057,164,1999/1900,James Panayi,Watford
p2069,164,1999/1900,Stephen Brooker,Watford
p2073,164,1999/1900,Mark Williams,Watford
p2074,164,1999/1900,Dominic Foley,Watford
p2385,164,1999/1900,Charlie Miller,Watford
p3647,164,1999/1900,Xavier Gravelaine,Watford
p3731,164,1999/1900,Heidar Helguson,Watford
p7664,164,1999/1900,Lee Cook,Watford
p10231,166,1999/1900,Stevland Angus,West Ham United
p10246,166,1999/1900,Terrell Forbes,West Ham United
p1404,166,1999/1900,Sasa Ilic,West Ham United
p16986,166,1999/1900,Rob Jones,West Ham United
p17070,166,1999/1900,Les Sealey,West Ham United
p2024,166,1999/1900,Craig Forrest,West Ham United
p2027,166,1999/1900,Shaka Hislop,West Ham United
